what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321128689328
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321128700176
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321128700990
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321128717648
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321128732863
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1321128783499
started,bundle,org.eclipse.jdt.launching,3.6.1.v20110803_r371,"org.eclipse.jdt.launching",1321128783530
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1321128801497
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1321128801572
started,bundle,org.eclipse.jgit,1.1.0.201109151100-r,"org.eclipse.jgit",1321128802477
started,bundle,org.eclipse.egit.core,1.1.0.201109151100-r,"org.eclipse.egit.core",1321128802712
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321128803528
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321128804302
started,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1321128804648
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321128813751
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321128816451
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129035232
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1321129035265
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129039795
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129050642
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129069108
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129081536
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129096283
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129099255
started,bundle,org.eclipse.ui.navigator,3.5.100.v20110809-2227,"org.eclipse.ui.navigator",1321129110470
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1321129110480
opened,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1321129110855
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1321129111011
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.views.showView",1321129111011
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129124415
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129130535
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129146401
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129168909
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129173180
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1321129204792
started,bundle,org.eclipse.wb.core.lib,1.1.0.r37x201109091012,"org.eclipse.wb.core.lib",1321129205624
started,bundle,org.eclipse.wb.core,1.1.0.r37x201109091012,"org.eclipse.wb.core",1321129205694
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129207302
started,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1321129207858
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1321129211619
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321129211832
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1321129212228
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1321129217626
activated,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1321129226294
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1321129226564
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321129226890
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321129226890
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321129227002
closed,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1321129227064
activated,view,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1321129237861
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321129237986
closed,view,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1321129238016
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1321129240932
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321129240980
closed,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1321129240992
started,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1321129241109
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1321129241145
started,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.tasks.ui",1321129241179
started,bundle,org.eclipse.mylyn.wikitext.core,1.5.1.v20110720-0100,"org.eclipse.mylyn.wikitext.core",1321129241260
started,bundle,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui",1321129241298
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129251671
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129258323
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1321129265992
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321129266985
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1321129268092
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1321129277821
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321129283292
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129285156
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129292579
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1321129295034
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1321129298151
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1321129299157
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321129302743
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1321129302744
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1321129304461
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1321129304984
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129310378
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129321367
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1321129321381
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1321129321381
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1321129330217
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1321129333511
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1321129334220
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321129334310
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1321129356481
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129359605
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129362135
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321129371356
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1321129371466
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321129371467
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321129373619
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321129373669
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1321129386095
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1321129386260
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1321129386403
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1321129386549
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1321129386721
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1321129386907
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1321129387088
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1321129387254
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1321129387718
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1321129400646
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129410520
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129415221
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1321129417578
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321129421542
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129423924
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129425825
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1321129426005
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321129426005
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1321129429196
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129433370
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129434036
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321129434046
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129435708
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129436584
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321129436597
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129438655
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129439278
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321129439291
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129445596
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129479321
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1321129479341
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1321129479341
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129488323
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129541710
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321129542203
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321129542357
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129545267
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129550091
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129551869
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129564431
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129581621
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129587811
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321129605150
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1321129609578
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129611566
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129612509
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321129615043
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129617010
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129627916
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1321129628254
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321129629881
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129645936
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129648643
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129648877
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129652219
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129652943
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129656351
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1321129671421
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129679565
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129681905
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1321129681923
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321129693020
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129703010
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129703148
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321129707508
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129717109
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129717249
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129717664
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129724336
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129724622
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129729299
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1321129730991
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129732719
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129733425
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321129733437
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129737218
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129772268
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1321129772283
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1321129772283
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321129774154
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129775778
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129778156
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129778253
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129779147
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129783184
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129792692
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129799403
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129808210
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321129808425
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321129808478
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129830828
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129830976
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321129831800
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129834253
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129838057
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129848878
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129853447
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1321129859062
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1321129859310
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129864831
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129868732
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129868796
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129870673
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129877769
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129904256
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1321129915614
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129930097
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129942353
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1321129942398
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1321129944194
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129944821
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321129945423
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321129945437
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1321129950139
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1321129951203
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1321129955039
